Altium Designer Pick and Place Locations
C:\Onedrive\04_Development\01_Project\Active\08_ZYNQ-7000_SOM_Bd\Proj-ZYNQ-7000_SOM_Bd\Rev_A\01_HW\ZYNQ-7000 SOM Bd\Project Outputs for ZYNQ-7000 SOM Bd\Pick Place\Pick Place for ZYNQ-7000_SOM_Bd.csv

========================================================================================================================
File Design Information:

Date:       18-05-24
Time:       04:24
Revision:   Not in VersionControl
Variant:    No variations
Units used: mm

"Designator","Comment","Layer","Footprint","Center-X(mm)","Center-Y(mm)","Rotation","Description"
"C718","4.7uF/10V/1005","TopLayer","CAP_1005_(0402_INCH)","7.1400","41.2500","0","10V 4.7uF X5R ▽20% 0402  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"
"C717","4.7uF/10V/1005","TopLayer","CAP_1005_(0402_INCH)","4.7000","41.2500","180","10V 4.7uF X5R ▽20% 0402  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"
"C716","47nF/16V/0603","BottomLayer","CAP_0603_(0201_INCH)","34.9228","21.1900","90","16V 47nF X5R ▽10% 0201 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"
"C715","47nF/16V/0603","BottomLayer","CAP_0603_(0201_INCH)","34.0000","24.3000","0","16V 47nF X5R ▽10% 0201 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"
"C714","22uF/25V/2012","TopLayer","CAP_2012_(0805_INCH)","2.3000","40.2000","270","Ceramic CAP_22uF/25V/2012"
"C713","4.7uF/10V/1005","TopLayer","CAP_1005_(0402_INCH)","2.7000","37.1900","90","10V 4.7uF X5R ▽20% 0402  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"
"C712","22uF/25V/2012","TopLayer","CAP_2012_(0805_INCH)","5.1500","36.2500","180","Ceramic CAP_22uF/25V/2012"
"C711","4.7uF/10V/1005","BottomLayer","CAP_1005_(0402_INCH)","2.5000","23.2500","0","10V 4.7uF X5R ▽20% 0402  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"
"C710","4.7uF/10V/1005","BottomLayer","CAP_1005_(0402_INCH)","2.5000","30.7500","0","10V 4.7uF X5R ▽20% 0402  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"
"C709","4.7uF/10V/1005","BottomLayer","CAP_1005_(0402_INCH)","2.5000","38.2500","0","10V 4.7uF X5R ▽20% 0402  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"
"C708","4.7uF/10V/1005","BottomLayer","CAP_1005_(0402_INCH)","14.2500","41.8900","270","10V 4.7uF X5R ▽20% 0402  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"
"C707","470nF/6.3V/0603","BottomLayer","CAP_0603_(0201_INCH)","2.6300","25.7500","0","6.3V 470nF X5R ▽10% 0201  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"
"C706","470nF/6.3V/0603","BottomLayer","CAP_0603_(0201_INCH)","2.6300","33.2500","0","6.3V 470nF X5R ▽10% 0201  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"
"C705","470nF/6.3V/0603","BottomLayer","CAP_0603_(0201_INCH)","8.0000","41.7600","270","6.3V 470nF X5R ▽10% 0201  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"
"C704","470nF/6.3V/0603","BottomLayer","CAP_0603_(0201_INCH)","17.3000","41.7600","270","6.3V 470nF X5R ▽10% 0201  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"
"C703","47nF/16V/0603","BottomLayer","CAP_0603_(0201_INCH)","2.6300","28.2500","0","16V 47nF X5R ▽10% 0201 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"
"C702","47nF/16V/0603","BottomLayer","CAP_0603_(0201_INCH)","2.6300","35.7500","0","16V 47nF X5R ▽10% 0201 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"
"C701","47nF/16V/0603","BottomLayer","CAP_0603_(0201_INCH)","11.1000","41.7600","270","16V 47nF X5R ▽10% 0201 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"
"C700","47nF/16V/0603","BottomLayer","CAP_0603_(0201_INCH)","20.5000","41.7600","270","16V 47nF X5R ▽10% 0201 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"
"C600","100nF/16V/1005","TopLayer","CAP_1005_(0402_INCH)","46.1250","37.2000","180","Ceramic CAP_100nF/16V/1005"
"C505","4.7uF/10V/1005","BottomLayer","CAP_1005_(0402_INCH)","66.5000","23.4600","90","10V 4.7uF X5R ▽20% 0402  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"
"C504","100nF/16V/1005","BottomLayer","CAP_1005_(0402_INCH)","28.9000","35.4500","0","Ceramic CAP_100nF/16V/1005"
"C503","100nF/16V/1005","BottomLayer","CAP_1005_(0402_INCH)","58.7500","17.9400","90","Ceramic CAP_100nF/16V/1005"
"C502","100nF/16V/1005","BottomLayer","CAP_1005_(0402_INCH)","28.9500","40.6000","0","Ceramic CAP_100nF/16V/1005"
"C501","100nF/16V/1005","TopLayer","CAP_1005_(0402_INCH)","42.4978","37.2000","180","Ceramic CAP_100nF/16V/1005"
"C500","100nF/16V/1005","BottomLayer","CAP_1005_(0402_INCH)","39.2800","40.4050","180","Ceramic CAP_100nF/16V/1005"
"C400","100nF/16V/1005","BottomLayer","CAP_1005_(0402_INCH)","64.5000","28.1000","180","Ceramic CAP_100nF/16V/1005"
"C348","100uF/6.3V/3216","BottomLayer","CAP_3216_(1206_INCH)_-_H1.8MM","50.0000","28.9500","90","Ceramic CAP_100uF/6.3V/3216"
"C347","4.7uF/10V/1005","BottomLayer","CAP_1005_(0402_INCH)","48.1228","29.7772","90","10V 4.7uF X5R ▽20% 0402  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"
"C346","4.7uF/10V/1005","BottomLayer","CAP_1005_(0402_INCH)","48.5228","25.4372","270","10V 4.7uF X5R ▽20% 0402  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"
"C345","470nF/6.3V/0603","BottomLayer","CAP_0603_(0201_INCH)","47.3228","27.3672","90","6.3V 470nF X5R ▽10% 0201  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"
"C344","470nF/6.3V/0603","BottomLayer","CAP_0603_(0201_INCH)","45.7228","26.5772","270","6.3V 470nF X5R ▽10% 0201  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"
"C343","470nF/6.3V/0603","BottomLayer","CAP_0603_(0201_INCH)","46.1228","23.7772","180","6.3V 470nF X5R ▽10% 0201  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"
"C342","470nF/6.3V/0603","BottomLayer","CAP_0603_(0201_INCH)","44.1228","25.7872","90","6.3V 470nF X5R ▽10% 0201  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"
"C341","470nF/6.3V/0603","BottomLayer","CAP_0603_(0201_INCH)","44.9228","20.1872","90","6.3V 470nF X5R ▽10% 0201  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"
"C340","470nF/6.3V/0603","BottomLayer","CAP_0603_(0201_INCH)","46.5228","20.9772","270","6.3V 470nF X5R ▽10% 0201  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"
"C339","470nF/6.3V/0603","BottomLayer","CAP_0603_(0201_INCH)","42.9228","18.1772","0","6.3V 470nF X5R ▽10% 0201  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"
"C338","470nF/6.3V/0603","BottomLayer","CAP_0603_(0201_INCH)","45.3228","17.3772","0","6.3V 470nF X5R ▽10% 0201  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"
"C337","4.7uF/10V/1005","BottomLayer","CAP_1005_(0402_INCH)","48.1228","17.7772","270","10V 4.7uF X5R ▽20% 0402  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"
"C336","4.7uF/10V/1005","BottomLayer","CAP_1005_(0402_INCH)","48.1228","21.7772","90","10V 4.7uF X5R ▽20% 0402  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"
"C335","100uF/6.3V/3216","BottomLayer","CAP_3216_(1206_INCH)_-_H1.8MM","22.7500","40.8750","270","Ceramic CAP_100uF/6.3V/3216"
"C334","100uF/6.3V/3216","BottomLayer","CAP_3216_(1206_INCH)_-_H1.8MM","44.7500","14.7500","180","Ceramic CAP_100uF/6.3V/3216"
"C333","470nF/6.3V/0603","BottomLayer","CAP_0603_(0201_INCH)","44.1228","29.7772","270","6.3V 470nF X5R ▽10% 0201  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"
"C332","4.7uF/10V/1005","BottomLayer","CAP_1005_(0402_INCH)","42.1228","30.9372","270","10V 4.7uF X5R ▽20% 0402  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"
"C331","100uF/6.3V/3216","BottomLayer","CAP_3216_(1206_INCH)_-_H1.8MM","45.2500","35.5000","270","Ceramic CAP_100uF/6.3V/3216"
"C330","100uF/6.3V/3216","BottomLayer","CAP_3216_(1206_INCH)_-_H1.8MM","36.5500","16.2500","0","Ceramic CAP_100uF/6.3V/3216"
"C329","4.7uF/10V/1005","BottomLayer","CAP_1005_(0402_INCH)","44.1000","28.2000","180","10V 4.7uF X5R ▽20% 0402  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"
"C328","470nF/6.3V/0603","BottomLayer","CAP_0603_(0201_INCH)","43.7500","27.2000","180","6.3V 470nF X5R ▽10% 0201  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"
"C327","470nF/6.3V/0603","BottomLayer","CAP_0603_(0201_INCH)","38.1228","31.7772","180","6.3V 470nF X5R ▽10% 0201  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"
"C326","4.7uF/10V/1005","BottomLayer","CAP_1005_(0402_INCH)","39.3228","30.5772","180","10V 4.7uF X5R ▽20% 0402  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"
"C325","100uF/6.3V/3216","BottomLayer","CAP_3216_(1206_INCH)_-_H1.8MM","50.0000","19.5000","270","Ceramic CAP_100uF/6.3V/3216"
"C324","100uF/6.3V/3216","BottomLayer","CAP_3216_(1206_INCH)_-_H1.8MM","38.0000","34.7500","270","Ceramic CAP_100uF/6.3V/3216"
"C323","4.7uF/10V/1005","BottomLayer","CAP_1005_(0402_INCH)","32.9000","22.0000","0","10V 4.7uF X5R ▽20% 0402  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"
"C322","470nF/6.3V/0603","BottomLayer","CAP_0603_(0201_INCH)","36.5228","19.9872","90","6.3V 470nF X5R ▽10% 0201  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"
"C321","470nF/6.3V/0603","BottomLayer","CAP_0603_(0201_INCH)","34.9228","30.2772","180","6.3V 470nF X5R ▽10% 0201  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"
"C320","470nF/6.3V/0603","BottomLayer","CAP_0603_(0201_INCH)","35.1228","23.5772","90","6.3V 470nF X5R ▽10% 0201  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"
"C319","470nF/6.3V/0603","BottomLayer","CAP_0603_(0201_INCH)","33.6228","26.4672","90","6.3V 470nF X5R ▽10% 0201  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"
"C318","100uF/6.3V/3216","BottomLayer","CAP_3216_(1206_INCH)_-_H1.8MM","42.7500","35.4500","270","Ceramic CAP_100uF/6.3V/3216"
"C317","4.7uF/10V/1005","BottomLayer","CAP_1005_(0402_INCH)","40.5228","28.5772","270","10V 4.7uF X5R ▽20% 0402  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"
"C316","470nF/6.3V/0603","BottomLayer","CAP_0603_(0201_INCH)","39.3228","26.5772","180","6.3V 470nF X5R ▽10% 0201  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"
"C315","470nF/6.3V/0603","BottomLayer","CAP_0603_(0201_INCH)","42.8128","23.7772","180","6.3V 470nF X5R ▽10% 0201  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"
"C314","470nF/6.3V/0603","BottomLayer","CAP_0603_(0201_INCH)","42.8328","25.3772","180","6.3V 470nF X5R ▽10% 0201  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"
"C313","470nF/6.3V/0603","BottomLayer","CAP_0603_(0201_INCH)","38.2750","24.6000","270","6.3V 470nF X5R ▽10% 0201  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"
"C312","4.7uF/10V/1005","BottomLayer","CAP_1005_(0402_INCH)","43.3628","21.7772","180","10V 4.7uF X5R ▽20% 0402  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"
"C311","100uF/6.3V/3216","BottomLayer","CAP_3216_(1206_INCH)_-_H1.8MM","34.5000","10.7500","0","Ceramic CAP_100uF/6.3V/3216"
"C310","100uF/6.3V/3216","BottomLayer","CAP_3216_(1206_INCH)_-_H1.8MM","39.5000","13.2500","0","Ceramic CAP_100uF/6.3V/3216"
"C309","4.7uF/10V/1005","BottomLayer","CAP_1005_(0402_INCH)","40.5228","22.2172","270","10V 4.7uF X5R ▽20% 0402  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"
"C308","470nF/6.3V/0603","BottomLayer","CAP_0603_(0201_INCH)","41.3228","25.3772","90","6.3V 470nF X5R ▽10% 0201  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"
"C307","470nF/6.3V/0603","BottomLayer","CAP_0603_(0201_INCH)","38.1228","26.9772","90","6.3V 470nF X5R ▽10% 0201  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"
"C306","470nF/6.3V/0603","BottomLayer","CAP_0603_(0201_INCH)","42.1228","27.6672","270","6.3V 470nF X5R ▽10% 0201  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"
"C305","4.7uF/10V/1005","BottomLayer","CAP_1005_(0402_INCH)","38.9228","21.3372","90","10V 4.7uF X5R ▽20% 0402  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"
"C304","100uF/6.3V/3216","BottomLayer","CAP_3216_(1206_INCH)_-_H1.8MM","34.5000","13.2500","0","Ceramic CAP_100uF/6.3V/3216"
"C303","470nF/6.3V/0603","BottomLayer","CAP_0603_(0201_INCH)","40.1228","25.7772","180","6.3V 470nF X5R ▽10% 0201  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"
"C302","470nF/6.3V/0603","BottomLayer","CAP_0603_(0201_INCH)","42.4000","29.2000","180","6.3V 470nF X5R ▽10% 0201  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"
"C301","4.7uF/10V/1005","BottomLayer","CAP_1005_(0402_INCH)","38.5750","29.1000","180","10V 4.7uF X5R ▽20% 0402  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"
"C300","470nF/6.3V/0603","BottomLayer","CAP_0603_(0201_INCH)","38.9228","27.7772","270","6.3V 470nF X5R ▽10% 0201  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"
